Days Since March 17,County,Population,Total Sum Cases,New Cases per Day,Average Cases Per 7 Days,Average Daily Change in Cases Per 7 Days,Area of County,Number of MIP Charges
405,Pitkin,17756,2576,1,2.5714285714285716,0.14285714285714285,970.70,0
406,Pitkin,17756,2580,4,3.142857142857143,0.42857142857142855,970.70,0
407,Pitkin,17756,2579,-1,2.857142857142857,-0.42857142857142855,970.70,0
408,Pitkin,17756,2579,0,2.5714285714285716,0.0,970.70,0
409,Pitkin,17756,2579,0,2.5714285714285716,-1.2857142857142858,970.70,0
380,Prowers,12122,1169,0,0,0,1638.40,0
381,Prowers,12122,1169,0,0,0,1638.40,0
382,Prowers,12122,1169,0,0,0,1638.40,0
383,Prowers,12122,1169,0,0,0,1638.40,0
384,Prowers,12122,1170,1,0,0,1638.40,0
385,Prowers,12122,1171,1,0,0,1638.40,0
386,Prowers,12122,1171,0,0,0,1638.40,0
387,Prowers,12122,1172,1,0.42857142857142855,0.14285714285714285,1638.40,0
388,Prowers,12122,1174,2,0.7142857142857143,0.2857142857142857,1638.40,0
389,Prowers,12122,1177,3,1.1428571428571428,0.42857142857142855,1638.40,0
390,Prowers,12122,1177,0,1.1428571428571428,0.0,1638.40,0
391,Prowers,12122,1177,0,1.1428571428571428,-0.14285714285714285,1638.40,0
392,Prowers,12122,1177,0,1.0,-0.14285714285714285,1638.40,0
393,Prowers,12122,1178,1,1.0,0.14285714285714285,1638.40,0
394,Prowers,12122,1181,3,1.4285714285714286,0.2857142857142857,1638.40,0
395,Prowers,12122,1184,3,1.7142857142857142,0.14285714285714285,1638.40,0
396,Prowers,12122,1184,0,1.4285714285714286,-0.42857142857142855,1638.40,0
397,Prowers,12122,1185,1,1.1428571428571428,0.14285714285714285,1638.40,0
398,Prowers,12122,1186,1,1.2857142857142858,0.14285714285714285,1638.40,0
399,Prowers,12122,1189,3,1.7142857142857142,0.42857142857142855,1638.40,0
400,Prowers,12122,1190,1,1.8571428571428572,0.0,1638.40,0
401,Prowers,12122,1190,0,1.7142857142857142,-0.42857142857142855,1638.40,0
402,Prowers,12122,1191,1,1.4285714285714286,-0.2857142857142857,1638.40,0
403,Prowers,12122,1197,6,1.8571428571428572,0.8571428571428571,1638.40,0
404,Prowers,12122,1199,2,2.142857142857143,0.14285714285714285,1638.40,0
405,Prowers,12122,1200,1,2.142857142857143,0.0,1638.40,0
406,Prowers,12122,1202,2,2.2857142857142856,-0.14285714285714285,1638.40,0
407,Prowers,12122,1202,0,1.8571428571428572,-0.14285714285714285,1638.40,0
408,Prowers,12122,1203,1,1.8571428571428572,0.14285714285714285,1638.40,0
409,Prowers,12122,1204,1,2.0,0.0,1638.40,0
380,Pueblo,168110,15876,0,0,0,2386.10,0
381,Pueblo,168110,15945,69,0,0,2386.10,0
382,Pueblo,168110,15986,41,0,0,2386.10,0
383,Pueblo,168110,16045,59,0,0,2386.10,0
384,Pueblo,168110,16075,30,0,0,2386.10,0
385,Pueblo,168110,16093,18,0,0,2386.10,0
386,Pueblo,168110,16139,46,0,0,2386.10,0
387,Pueblo,168110,16216,77,48.57142857142857,11.0,2386.10,0
388,Pueblo,168110,16263,47,55.285714285714285,-3.142857142857143,2386.10,0
389,Pueblo,168110,16338,75,56.142857142857146,4.857142857142857,2386.10,0
390,Pueblo,168110,16399,61,59.0,0.2857142857142857,2386.10,0
391,Pueblo,168110,16449,50,57.714285714285715,2.857142857142857,2386.10,0
392,Pueblo,168110,16540,91,66.42857142857143,10.428571428571429,2386.10,0
393,Pueblo,168110,16607,67,73.42857142857143,3.0,2386.10,0
394,Pueblo,168110,16640,33,71.57142857142857,-6.285714285714286,2386.10,0
395,Pueblo,168110,16716,76,71.42857142857143,4.142857142857143,2386.10,0
396,Pueblo,168110,16788,72,75.0,-0.42857142857142855,2386.10,0
397,Pueblo,168110,16825,37,69.57142857142857,-3.4285714285714284,2386.10,0
398,Pueblo,168110,16867,42,66.85714285714286,-1.1428571428571428,2386.10,0
399,Pueblo,168110,16921,54,67.42857142857143,-5.285714285714286,2386.10,0
400,Pueblo,168110,16978,57,62.57142857142857,-1.4285714285714286,2386.10,0
401,Pueblo,168110,17135,157,75.42857142857143,17.714285714285715,2386.10,0
402,Pueblo,168110,17218,83,82.57142857142857,1.0,2386.10,0
403,Pueblo,168110,17316,98,85.71428571428571,3.7142857142857144,2386.10,0
404,Pueblo,168110,17382,66,84.85714285714286,4.142857142857143,2386.10,0
405,Pueblo,168110,17429,47,86.28571428571429,0.7142857142857143,2386.10,0
406,Pueblo,168110,17475,46,86.85714285714286,-1.1428571428571428,2386.10,0
407,Pueblo,168110,17563,88,91.71428571428571,4.428571428571429,2386.10,0
408,Pueblo,168110,17717,154,105.57142857142857,-0.42857142857142855,2386.10,0
409,Pueblo,168110,17799,82,94.85714285714286,-0.14285714285714285,2386.10,0
380,Rio Blanco,6307,526,0,0,0,3220.93,0
381,Rio Blanco,6307,529,3,0,0,3220.93,0
382,Rio Blanco,6307,531,2,0,0,3220.93,0
383,Rio Blanco,6307,533,2,0,0,3220.93,0
384,Rio Blanco,6307,533,0,0,0,3220.93,0
385,Rio Blanco,6307,535,2,0,0,3220.93,0
386,Rio Blanco,6307,537,2,0,0,3220.93,0
387,Rio Blanco,6307,540,3,2.0,0.42857142857142855,3220.93,0
388,Rio Blanco,6307,541,1,2.142857142857143,-0.2857142857142857,3220.93,0
389,Rio Blanco,6307,541,0,1.7142857142857142,-0.2857142857142857,3220.93,0
390,Rio Blanco,6307,541,0,1.4285714285714286,-0.2857142857142857,3220.93,0
391,Rio Blanco,6307,541,0,1.1428571428571428,0.0,3220.93,0
392,Rio Blanco,6307,543,2,1.4285714285714286,0.0,3220.93,0
393,Rio Blanco,6307,543,0,1.1428571428571428,-0.2857142857142857,3220.93,0
394,Rio Blanco,6307,543,0,0.8571428571428571,-0.42857142857142855,3220.93,0
395,Rio Blanco,6307,541,-2,0.14285714285714285,-0.42857142857142855,3220.93,0
396,Rio Blanco,6307,542,1,0.14285714285714285,0.14285714285714285,3220.93,0
397,Rio Blanco,6307,542,0,0.14285714285714285,0.0,3220.93,0
398,Rio Blanco,6307,542,0,0.14285714285714285,0.0,3220.93,0
399,Rio Blanco,6307,544,2,0.42857142857142855,0.0,3220.93,0
400,Rio Blanco,6307,544,0,0.14285714285714285,0.0,3220.93,0
401,Rio Blanco,6307,546,2,0.42857142857142855,0.2857142857142857,3220.93,0
402,Rio Blanco,6307,549,3,0.8571428571428571,0.7142857142857143,3220.93,0
403,Rio Blanco,6307,550,1,1.2857142857142858,0.0,3220.93,0
404,Rio Blanco,6307,552,2,1.4285714285714286,0.2857142857142857,3220.93,0
405,Rio Blanco,6307,552,0,1.4285714285714286,0.0,3220.93,0
406,Rio Blanco,6307,552,0,1.4285714285714286,-0.2857142857142857,3220.93,0
407,Rio Blanco,6307,555,3,1.5714285714285714,0.42857142857142855,3220.93,0
408,Rio Blanco,6307,559,4,2.142857142857143,0.2857142857142857,3220.93,0
409,Rio Blanco,6307,562,3,2.2857142857142856,0.0,3220.93,0
380,Rio Grande,11238,758,0,0,0,911.96,1
381,Rio Grande,11238,758,0,0,0,911.96,1
382,Rio Grande,11238,758,0,0,0,911.96,1
383,Rio Grande,11238,758,0,0,0,911.96,1
384,Rio Grande,11238,758,0,0,0,911.96,1
385,Rio Grande,11238,760,2,0,0,911.96,1
386,Rio Grande,11238,763,3,0,0,911.96,1
387,Rio Grande,11238,763,0,0.7142857142857143,0.0,911.96,1
388,Rio Grande,11238,765,2,1.0,0.2857142857142857,911.96,1
389,Rio Grande,11238,767,2,1.2857142857142858,0.2857142857142857,911.96,1
390,Rio Grande,11238,767,0,1.2857142857142858,0.0,911.96,1
391,Rio Grande,11238,767,0,1.2857142857142858,0.0,911.96,1
392,Rio Grande,11238,771,4,1.8571428571428572,0.2857142857142857,911.96,1
393,Rio Grande,11238,772,1,1.7142857142857142,-0.2857142857142857,911.96,1
394,Rio Grande,11238,773,1,1.4285714285714286,0.14285714285714285,911.96,1
395,Rio Grande,11238,774,1,1.5714285714285714,-0.14285714285714285,911.96,1
396,Rio Grande,11238,774,0,1.2857142857142858,-0.2857142857142857,911.96,1
397,Rio Grande,11238,774,0,1.0,0.0,911.96,1
398,Rio Grande,11238,774,0,1.0,0.0,911.96,1
399,Rio Grande,11238,777,3,1.4285714285714286,-0.14285714285714285,911.96,1
400,Rio Grande,11238,779,2,1.1428571428571428,0.14285714285714285,911.96,1
401,Rio Grande,11238,780,1,1.1428571428571428,0.0,911.96,1
402,Rio Grande,11238,781,1,1.1428571428571428,0.0,911.96,1
403,Rio Grande,11238,781,0,1.0,0.0,911.96,1
404,Rio Grande,11238,781,0,1.0,0.0,911.96,1
405,Rio Grande,11238,781,0,1.0,0.0,911.96,1
406,Rio Grande,11238,781,0,1.0,-0.42857142857142855,911.96,1
407,Rio Grande,11238,782,1,0.7142857142857143,-0.14285714285714285,911.96,1
408,Rio Grande,11238,783,1,0.5714285714285714,0.0,911.96,1
409,Rio Grande,11238,785,2,0.7142857142857143,0.14285714285714285,911.96,1
380,Routt,25652,2076,0,0,0,2362.03,0
381,Routt,25652,2082,6,0,0,2362.03,0
382,Routt,25652,2088,6,0,0,2362.03,0
383,Routt,25652,2092,4,0,0,2362.03,0
384,Routt,25652,2093,1,0,0,2362.03,0
385,Routt,25652,2101,8,0,0,2362.03,0
386,Routt,25652,2109,8,0,0,2362.03,0
387,Routt,25652,2115,6,5.571428571428571,0.8571428571428571,2362.03,0
388,Routt,25652,2127,12,7.285714285714286,0.8571428571428571,2362.03,0
389,Routt,25652,2133,6,7.285714285714286,0.0,2362.03,0
390,Routt,25652,2138,5,7.142857142857143,0.14285714285714285,2362.03,0
391,Routt,25652,2139,1,6.714285714285714,0.0,2362.03,0
392,Routt,25652,2140,1,6.714285714285714,-1.0,2362.03,0
393,Routt,25652,2141,1,5.714285714285714,-1.0,2362.03,0
394,Routt,25652,2147,6,5.428571428571429,0.0,2362.03,0
395,Routt,25652,2151,4,5.142857142857143,-1.1428571428571428,2362.03,0
396,Routt,25652,2153,2,3.7142857142857144,-0.5714285714285714,2362.03,0
397,Routt,25652,2154,1,3.0,-0.5714285714285714,2362.03,0
398,Routt,25652,2156,2,2.5714285714285716,0.14285714285714285,2362.03,0
399,Routt,25652,2157,1,2.5714285714285716,0.0,2362.03,0
400,Routt,25652,2158,1,2.5714285714285716,0.0,2362.03,0
401,Routt,25652,2161,3,2.857142857142857,-0.42857142857142855,2362.03,0
402,Routt,25652,2162,1,2.142857142857143,-0.42857142857142855,2362.03,0
403,Routt,25652,2165,3,2.0,0.14285714285714285,2362.03,0
404,Routt,25652,2165,0,1.7142857142857142,-0.14285714285714285,2362.03,0
405,Routt,25652,2167,2,1.8571428571428572,0.0,2362.03,0
406,Routt,25652,2169,2,1.8571428571428572,0.14285714285714285,2362.03,0
407,Routt,25652,2172,3,2.142857142857143,0.2857142857142857,2362.03,0
408,Routt,25652,2176,4,2.5714285714285716,0.14285714285714285,2362.03,0
409,Routt,25652,2180,4,2.7142857142857144,0.42857142857142855,2362.03,0
380,Saguache,6824,334,0,0,0,3168.53,0
381,Saguache,6824,334,0,0,0,3168.53,0
382,Saguache,6824,334,0,0,0,3168.53,0
383,Saguache,6824,334,0,0,0,3168.53,0
384,Saguache,6824,334,0,0,0,3168.53,0
385,Saguache,6824,337,3,0,0,3168.53,0
386,Saguache,6824,338,1,0,0,3168.53,0
387,Saguache,6824,340,2,0.8571428571428571,0.2857142857142857,3168.53,0
388,Saguache,6824,340,0,0.8571428571428571,0.0,3168.53,0
389,Saguache,6824,340,0,0.8571428571428571,0.0,3168.53,0
390,Saguache,6824,342,2,1.1428571428571428,0.2857142857142857,3168.53,0
391,Saguache,6824,342,0,1.1428571428571428,0.0,3168.53,0
392,Saguache,6824,347,5,1.8571428571428572,0.2857142857142857,3168.53,0
393,Saguache,6824,346,-1,1.2857142857142858,-0.2857142857142857,3168.53,0
394,Saguache,6824,348,2,1.4285714285714286,0.0,3168.53,0
395,Saguache,6824,349,1,1.2857142857142858,0.14285714285714285,3168.53,0
396,Saguache,6824,349,0,1.2857142857142858,0.0,3168.53,0
397,Saguache,6824,349,0,1.2857142857142858,-0.2857142857142857,3168.53,0
398,Saguache,6824,349,0,1.0,0.0,3168.53,0
399,Saguache,6824,358,9,2.2857142857142856,0.5714285714285714,3168.53,0
400,Saguache,6824,357,-1,1.4285714285714286,0.0,3168.53,0
401,Saguache,6824,359,2,1.8571428571428572,0.0,3168.53,0
402,Saguache,6824,360,1,1.7142857142857142,0.0,3168.53,0
403,Saguache,6824,361,1,1.7142857142857142,0.14285714285714285,3168.53,0
404,Saguache,6824,362,1,1.8571428571428572,0.14285714285714285,3168.53,0
405,Saguache,6824,363,1,2.0,0.14285714285714285,3168.53,0
406,Saguache,6824,363,0,2.0,-1.2857142857142858,3168.53,0
407,Saguache,6824,363,0,0.7142857142857143,0.14285714285714285,3168.53,0
408,Saguache,6824,363,0,0.8571428571428571,-0.2857142857142857,3168.53,0
409,Saguache,6824,363,0,0.5714285714285714,-0.14285714285714285,3168.53,0
380,San Juan,726,45,0,0,0,387.49,0
381,San Juan,726,45,0,0,0,387.49,0
382,San Juan,726,45,0,0,0,387.49,0
383,San Juan,726,45,0,0,0,387.49,0
384,San Juan,726,45,0,0,0,387.49,0
385,San Juan,726,46,1,0,0,387.49,0
386,San Juan,726,46,0,0,0,387.49,0
387,San Juan,726,46,0,0.14285714285714285,0.0,387.49,0
388,San Juan,726,46,0,0.14285714285714285,0.0,387.49,0
389,San Juan,726,46,0,0.14285714285714285,0.0,387.49,0
390,San Juan,726,46,0,0.14285714285714285,0.0,387.49,0
391,San Juan,726,46,0,0.14285714285714285,0.0,387.49,0
392,San Juan,726,46,0,0.14285714285714285,-0.14285714285714285,387.49,0
393,San Juan,726,46,0,0.0,0.0,387.49,0
394,San Juan,726,46,0,0.0,0.0,387.49,0
395,San Juan,726,46,0,0.0,0.0,387.49,0
396,San Juan,726,47,1,0.14285714285714285,0.14285714285714285,387.49,0
397,San Juan,726,47,0,0.14285714285714285,0.0,387.49,0
398,San Juan,726,47,0,0.14285714285714285,0.0,387.49,0
399,San Juan,726,46,-1,0.0,-0.14285714285714285,387.49,0
400,San Juan,726,47,1,0.14285714285714285,0.14285714285714285,387.49,0
401,San Juan,726,50,3,0.5714285714285714,0.42857142857142855,387.49,0
402,San Juan,726,49,-1,0.42857142857142855,-0.14285714285714285,387.49,0
403,San Juan,726,48,-1,0.2857142857142857,-0.2857142857142857,387.49,0
404,San Juan,726,48,0,0.14285714285714285,0.0,387.49,0
405,San Juan,726,48,0,0.14285714285714285,0.0,387.49,0
406,San Juan,726,48,0,0.14285714285714285,0.14285714285714285,387.49,0
407,San Juan,726,48,0,0.2857142857142857,-0.14285714285714285,387.49,0
408,San Juan,726,48,0,0.14285714285714285,-0.42857142857142855,387.49,0
409,San Juan,726,48,0,-0.2857142857142857,0.14285714285714285,387.49,0
380,San Miguel,8174,849,0,0,0,1286.61,0
381,San Miguel,8174,851,2,0,0,1286.61,0
382,San Miguel,8174,851,0,0,0,1286.61,0
383,San Miguel,8174,851,0,0,0,1286.61,0
384,San Miguel,8174,852,1,0,0,1286.61,0
385,San Miguel,8174,852,0,0,0,1286.61,0
386,San Miguel,8174,852,0,0,0,1286.61,0
387,San Miguel,8174,855,3,0.8571428571428571,0.42857142857142855,1286.61,0
388,San Miguel,8174,858,3,1.2857142857142858,0.14285714285714285,1286.61,0
389,San Miguel,8174,858,0,1.0,0.0,1286.61,0
390,San Miguel,8174,859,1,1.1428571428571428,0.14285714285714285,1286.61,0
391,San Miguel,8174,860,1,1.2857142857142858,0.0,1286.61,0
392,San Miguel,8174,859,-1,1.0,-0.14285714285714285,1286.61,0
393,San Miguel,8174,859,0,1.0,0.0,1286.61,0
394,San Miguel,8174,862,3,1.4285714285714286,0.0,1286.61,0
395,San Miguel,8174,864,2,1.2857142857142858,-0.14285714285714285,1286.61,0
396,San Miguel,8174,864,0,0.8571428571428571,0.0,1286.61,0
397,San Miguel,8174,864,0,0.8571428571428571,-0.14285714285714285,1286.61,0
398,San Miguel,8174,866,2,1.0,0.14285714285714285,1286.61,0
399,San Miguel,8174,866,0,0.8571428571428571,0.14285714285714285,1286.61,0
400,San Miguel,8174,866,0,1.0,0.0,1286.61,0
401,San Miguel,8174,866,0,1.0,-0.42857142857142855,1286.61,0
402,San Miguel,8174,867,1,0.7142857142857143,-0.14285714285714285,1286.61,0
403,San Miguel,8174,868,1,0.5714285714285714,0.14285714285714285,1286.61,0
404,San Miguel,8174,869,1,0.7142857142857143,0.14285714285714285,1286.61,0
405,San Miguel,8174,869,0,0.7142857142857143,-0.2857142857142857,1286.61,0
406,San Miguel,8174,870,1,0.5714285714285714,0.14285714285714285,1286.61,0
407,San Miguel,8174,870,0,0.5714285714285714,0.0,1286.61,0
408,San Miguel,8174,871,1,0.7142857142857143,0.14285714285714285,1286.61,0
409,San Miguel,8174,872,1,0.8571428571428571,0.0,1286.61,0
380,Sedgwick,2229,201,0,0,0,548.04,0
381,Sedgwick,2229,201,0,0,0,548.04,0
382,Sedgwick,2229,201,0,0,0,548.04,0
383,Sedgwick,2229,201,0,0,0,548.04,0
384,Sedgwick,2229,201,0,0,0,548.04,0
385,Sedgwick,2229,201,0,0,0,548.04,0
386,Sedgwick,2229,201,0,0,0,548.04,0
387,Sedgwick,2229,201,0,0.0,0.0,548.04,0
388,Sedgwick,2229,201,0,0.0,0.0,548.04,0
389,Sedgwick,2229,201,0,0.0,0.0,548.04,0
390,Sedgwick,2229,204,3,0.42857142857142855,0.42857142857142855,548.04,0
391,Sedgwick,2229,205,1,0.5714285714285714,0.14285714285714285,548.04,0
392,Sedgwick,2229,206,1,0.7142857142857143,0.14285714285714285,548.04,0
393,Sedgwick,2229,207,1,0.8571428571428571,0.14285714285714285,548.04,0
394,Sedgwick,2229,207,0,0.8571428571428571,0.0,548.04,0
395,Sedgwick,2229,207,0,0.8571428571428571,0.0,548.04,0
396,Sedgwick,2229,207,0,0.8571428571428571,0.0,548.04,0
397,Sedgwick,2229,207,0,0.8571428571428571,-0.42857142857142855,548.04,0
398,Sedgwick,2229,207,0,0.42857142857142855,-0.14285714285714285,548.04,0
399,Sedgwick,2229,207,0,0.2857142857142857,-0.14285714285714285,548.04,0
400,Sedgwick,2229,208,1,0.2857142857142857,0.0,548.04,0
401,Sedgwick,2229,208,0,0.14285714285714285,0.0,548.04,0
402,Sedgwick,2229,208,0,0.14285714285714285,0.0,548.04,0
403,Sedgwick,2229,208,0,0.14285714285714285,0.0,548.04,0
404,Sedgwick,2229,209,1,0.2857142857142857,0.14285714285714285,548.04,0
405,Sedgwick,2229,209,0,0.2857142857142857,0.0,548.04,0
406,Sedgwick,2229,209,0,0.2857142857142857,0.0,548.04,0
407,Sedgwick,2229,209,0,0.2857142857142857,-0.14285714285714285,548.04,0
408,Sedgwick,2229,209,0,0.14285714285714285,0.0,548.04,0
409,Sedgwick,2229,209,0,0.14285714285714285,0.0,548.04,0
380,Summit,30983,3405,0,0,0,608.36,0
381,Summit,30983,3430,25,0,0,608.36,0
382,Summit,30983,3453,23,0,0,608.36,0
383,Summit,30983,3471,18,0,0,608.36,0
384,Summit,30983,3477,6,0,0,608.36,0
385,Summit,30983,3494,17,0,0,608.36,0
386,Summit,30983,3509,15,0,0,608.36,0
387,Summit,30983,3529,20,17.714285714285715,2.857142857142857,608.36,0
388,Summit,30983,3546,17,20.142857142857142,-1.1428571428571428,608.36,0
389,Summit,30983,3563,17,19.0,-0.8571428571428571,608.36,0
390,Summit,30983,3570,7,16.714285714285715,-1.5714285714285714,608.36,0
391,Summit,30983,3574,4,14.714285714285714,-0.2857142857142857,608.36,0
392,Summit,30983,3586,12,15.571428571428571,-0.7142857142857143,608.36,0
393,Summit,30983,3599,13,15.0,-0.2857142857142857,608.36,0
394,Summit,30983,3601,2,13.142857142857142,-2.5714285714285716,608.36,0
395,Summit,30983,3614,13,12.142857142857142,-0.5714285714285714,608.36,0
396,Summit,30983,3618,4,10.285714285714286,-1.8571428571428572,608.36,0
397,Summit,30983,3621,3,8.285714285714286,-0.5714285714285714,608.36,0
398,Summit,30983,3627,6,8.142857142857142,0.2857142857142857,608.36,0
399,Summit,30983,3641,14,9.571428571428571,0.2857142857142857,608.36,0
400,Summit,30983,3647,6,8.714285714285714,-1.0,608.36,0
401,Summit,30983,3652,5,7.571428571428571,0.42857142857142855,608.36,0
402,Summit,30983,3656,4,7.857142857142857,-1.2857142857142858,608.36,0
403,Summit,30983,3665,9,7.285714285714286,0.7142857142857143,608.36,0
404,Summit,30983,3666,1,6.857142857142857,-0.2857142857142857,608.36,0
405,Summit,30983,3669,3,6.857142857142857,-0.42857142857142855,608.36,0
406,Summit,30983,3673,4,6.571428571428571,-1.4285714285714286,608.36,0
407,Summit,30983,3673,0,4.571428571428571,-0.8571428571428571,608.36,0
408,Summit,30983,3675,2,4.0,-0.42857142857142855,608.36,0
409,Summit,30983,3677,2,3.5714285714285716,-0.2857142857142857,608.36,0
380,Teller,25355,1425,0,0,0,557.06,0
381,Teller,25355,1443,18,0,0,557.06,0
382,Teller,25355,1453,10,0,0,557.06,0
383,Teller,25355,1459,6,0,0,557.06,0
384,Teller,25355,1463,4,0,0,557.06,0
385,Teller,25355,1474,11,0,0,557.06,0
386,Teller,25355,1483,9,0,0,557.06,0
387,Teller,25355,1489,6,9.142857142857142,0.8571428571428571,557.06,0
388,Teller,25355,1498,9,10.428571428571429,-1.2857142857142858,557.06,0
389,Teller,25355,1498,0,7.857142857142857,-1.4285714285714286,557.06,0
390,Teller,25355,1506,8,7.571428571428571,0.2857142857142857,557.06,0
391,Teller,25355,1508,2,7.0,-0.2857142857142857,557.06,0
392,Teller,25355,1512,4,7.0,-1.0,557.06,0
393,Teller,25355,1515,3,5.857142857142857,-0.8571428571428571,557.06,0
394,Teller,25355,1521,6,5.428571428571429,0.0,557.06,0
395,Teller,25355,1540,19,7.285714285714286,1.4285714285714286,557.06,0
396,Teller,25355,1550,10,7.428571428571429,1.4285714285714286,557.06,0
397,Teller,25355,1557,7,8.428571428571429,-0.14285714285714285,557.06,0
398,Teller,25355,1561,4,7.857142857142857,0.2857142857142857,557.06,0
399,Teller,25355,1569,8,8.714285714285714,0.5714285714285714,557.06,0
400,Teller,25355,1577,8,9.285714285714286,0.7142857142857143,557.06,0
401,Teller,25355,1587,10,10.285714285714286,0.5714285714285714,557.06,0
402,Teller,25355,1593,6,10.285714285714286,-1.8571428571428572,557.06,0
403,Teller,25355,1602,9,8.857142857142858,-0.14285714285714285,557.06,0
404,Teller,25355,1608,6,8.285714285714286,-0.14285714285714285,557.06,0
405,Teller,25355,1619,11,8.857142857142858,1.0,557.06,0
406,Teller,25355,1623,4,8.857142857142858,-0.5714285714285714,557.06,0
407,Teller,25355,1623,0,7.714285714285714,-1.1428571428571428,557.06,0
408,Teller,25355,1642,19,9.285714285714286,1.2857142857142858,557.06,0
409,Teller,25355,1651,9,9.142857142857142,0.42857142857142855,557.06,0
380,Washington,4742,436,0,0,0,2518.03,0
381,Washington,4742,436,0,0,0,2518.03,0
382,Washington,4742,436,0,0,0,2518.03,0
383,Washington,4742,437,1,0,0,2518.03,0
384,Washington,4742,437,0,0,0,2518.03,0
385,Washington,4742,437,0,0,0,2518.03,0
386,Washington,4742,437,0,0,0,2518.03,0
387,Washington,4742,437,0,0.14285714285714285,0.0,2518.03,0
388,Washington,4742,437,0,0.14285714285714285,0.0,2518.03,0
389,Washington,4742,438,1,0.2857142857142857,0.14285714285714285,2518.03,0
390,Washington,4742,438,0,0.2857142857142857,-0.14285714285714285,2518.03,0
391,Washington,4742,438,0,0.14285714285714285,0.0,2518.03,0
392,Washington,4742,439,1,0.2857142857142857,0.14285714285714285,2518.03,0
393,Washington,4742,440,1,0.42857142857142855,0.14285714285714285,2518.03,0
394,Washington,4742,440,0,0.42857142857142855,0.0,2518.03,0
395,Washington,4742,440,0,0.42857142857142855,0.0,2518.03,0
396,Washington,4742,440,0,0.42857142857142855,-0.14285714285714285,2518.03,0
397,Washington,4742,440,0,0.2857142857142857,0.0,2518.03,0
398,Washington,4742,440,0,0.2857142857142857,0.0,2518.03,0
399,Washington,4742,441,1,0.42857142857142855,0.0,2518.03,0
400,Washington,4742,442,1,0.42857142857142855,0.0,2518.03,0
401,Washington,4742,442,0,0.2857142857142857,0.0,2518.03,0
402,Washington,4742,442,0,0.2857142857142857,0.0,2518.03,0
403,Washington,4742,442,0,0.2857142857142857,0.0,2518.03,0
404,Washington,4742,443,1,0.42857142857142855,0.14285714285714285,2518.03,0
405,Washington,4742,443,0,0.42857142857142855,0.0,2518.03,0
406,Washington,4742,444,1,0.5714285714285714,0.0,2518.03,0
407,Washington,4742,445,1,0.5714285714285714,0.0,2518.03,0
408,Washington,4742,446,1,0.5714285714285714,0.14285714285714285,2518.03,0
409,Washington,4742,449,3,1.0,0.42857142857142855,2518.03,0
380,Weld,323763,27578,0,0,0,3987.24,33
381,Weld,323763,27662,84,0,0,3987.24,33
382,Weld,323763,27742,80,0,0,3987.24,33
383,Weld,323763,27813,71,0,0,3987.24,33
384,Weld,323763,27875,62,0,0,3987.24,33
385,Weld,323763,27948,73,0,0,3987.24,33
386,Weld,323763,28075,127,0,0,3987.24,33
387,Weld,323763,28196,121,88.28571428571429,17.285714285714285,3987.24,33
388,Weld,323763,28311,115,104.71428571428571,4.428571428571429,3987.24,33
389,Weld,323763,28405,94,106.14285714285714,2.0,3987.24,33
390,Weld,323763,28478,73,105.14285714285714,0.2857142857142857,3987.24,33
391,Weld,323763,28538,60,103.57142857142857,-0.2857142857142857,3987.24,33
392,Weld,323763,28656,118,111.57142857142857,6.428571428571429,3987.24,33
393,Weld,323763,28742,86,113.42857142857143,-5.857142857142857,3987.24,33
394,Weld,323763,28819,77,106.28571428571429,-6.285714285714286,3987.24,33
395,Weld,323763,28967,148,110.14285714285714,4.714285714285714,3987.24,33
396,Weld,323763,29076,109,109.28571428571429,2.142857142857143,3987.24,33
397,Weld,323763,29172,96,109.57142857142857,3.2857142857142856,3987.24,33
398,Weld,323763,29233,61,107.85714285714286,0.14285714285714285,3987.24,33
399,Weld,323763,29344,111,115.14285714285714,-1.0,3987.24,33
400,Weld,323763,29467,123,115.85714285714286,5.285714285714286,3987.24,33
401,Weld,323763,29626,159,126.28571428571429,11.714285714285714,3987.24,33
402,Weld,323763,29754,128,133.57142857142858,-2.857142857142857,3987.24,33
403,Weld,323763,29860,106,127.57142857142857,-0.42857142857142855,3987.24,33
404,Weld,323763,29957,97,125.85714285714286,0.14285714285714285,3987.24,33
405,Weld,323763,30006,49,119.14285714285714,-1.7142857142857142,3987.24,33
406,Weld,323763,30131,125,128.28571428571428,2.0,3987.24,33
407,Weld,323763,30218,87,124.85714285714286,-5.142857142857143,3987.24,33
408,Weld,323763,30397,179,132.85714285714286,2.857142857142857,3987.24,33
409,Weld,323763,30521,124,127.85714285714286,-0.5714285714285714,3987.24,33
380,Yuma,10063,843,0,0,0,2364.41,0
381,Yuma,10063,844,1,0,0,2364.41,0
382,Yuma,10063,845,1,0,0,2364.41,0
383,Yuma,10063,845,0,0,0,2364.41,0
384,Yuma,10063,846,1,0,0,2364.41,0
385,Yuma,10063,846,0,0,0,2364.41,0
386,Yuma,10063,847,1,0,0,2364.41,0
387,Yuma,10063,847,0,0.5714285714285714,0.0,2364.41,0
388,Yuma,10063,848,1,0.7142857142857143,0.0,2364.41,0
389,Yuma,10063,848,0,0.5714285714285714,-0.14285714285714285,2364.41,0
390,Yuma,10063,848,0,0.42857142857142855,0.0,2364.41,0
391,Yuma,10063,848,0,0.42857142857142855,-0.14285714285714285,2364.41,0
