Days Since March 17,County,Population,Total Sum Cases,New Cases per Day,Average Cases Per 7 Days,Average Daily Change in Cases Per 7 Days,Area of County,Number of MIP Charges
392,Yuma,10063,848,0,0.2857142857142857,0.0,2364.41,0
393,Yuma,10063,847,-1,0.14285714285714285,-0.2857142857142857,2364.41,0
394,Yuma,10063,850,3,0.42857142857142855,0.42857142857142855,2364.41,0
395,Yuma,10063,851,1,0.5714285714285714,0.0,2364.41,0
396,Yuma,10063,852,1,0.5714285714285714,0.14285714285714285,2364.41,0
397,Yuma,10063,853,1,0.7142857142857143,0.14285714285714285,2364.41,0
398,Yuma,10063,853,0,0.7142857142857143,0.0,2364.41,0
399,Yuma,10063,855,2,1.0,0.2857142857142857,2364.41,0
400,Yuma,10063,854,-1,0.8571428571428571,0.0,2364.41,0
401,Yuma,10063,856,2,1.2857142857142858,-0.14285714285714285,2364.41,0
402,Yuma,10063,862,6,1.7142857142857142,0.7142857142857143,2364.41,0
403,Yuma,10063,864,2,1.8571428571428572,0.14285714285714285,2364.41,0
404,Yuma,10063,865,1,1.8571428571428572,0.0,2364.41,0
405,Yuma,10063,866,1,1.8571428571428572,0.14285714285714285,2364.41,0
406,Yuma,10063,868,2,2.142857142857143,0.0,2364.41,0
407,Yuma,10063,873,5,2.5714285714285716,0.8571428571428571,2364.41,0
408,Yuma,10063,873,0,2.7142857142857144,-0.2857142857142857,2364.41,0
409,Yuma,10063,876,3,2.857142857142857,-0.42857142857142855,2364.41,0
